maintenance_id,machine_id,timestamp,maintenance_type,duration_min
WO005243,M24A,2026-02-17 06:04:00,inspection,68.5
WO005244,M04A,2026-03-03 05:24:00,corrective,71.0
WO005245,M06B,2026-05-14 05:59:00,PM,22.9
WO005246,M15B,2026-08-21 04:32:00,PM,124.9
WO005247,M24B,2026-04-07 23:40:00,corrective,24.0
WO005248,M14A,2026-04-21 04:36:00,inspection,179.9
WO005249,M18B,2026-06-30 11:50:00,PM,33.3
WO005250,M05B,2026-06-22 14:47:00,inspection,32.9
WO005251,M28B,2026-06-01 06:35:00,PM,67.1
WO005252,M10B,2026-04-12 03:55:00,PM,164.2
WO005253,M27B,2026-01-10 14:14:00,corrective,12.2
WO005254,M26B,2026-01-05 18:58:00,PM,59.9
WO005255,M25B,2026-05-05 00:57:00,corrective,64.3
WO005256,M02B,2026-03-05 23:00:00,calibration,59.1
WO005257,M23A,2026-07-20 15:59:00,PM,78.0
WO005258,M15A,2026-09-23 23:54:00,PM,89.1
WO005259,M08B,2026-01-07 21:58:00,calibration,44.4
WO005260,M06B,2026-02-09 21:27:00,corrective,60.4
WO005261,M17B,2026-08-20 07:27:00,PM,75.5
WO005262,M28B,2026-03-18 13:07:00,PM,53.2
WO005263,M22B,2026-04-30 07:10:00,calibration,10.1
WO005264,M04B,2026-01-20 13:22:00,calibration,90.0
WO005265,M05A,2026-05-31 21:10:00,PM,77.3
WO005266,M06A,2026-02-10 08:03:00,corrective,110.3
WO005267,M13A,2026-04-01 21:03:00,PM,13.7
WO005268,M04A,2026-01-12 16:54:00,corrective,35.8
WO005269,M16A,2026-08-13 00:26:00,PM,66.7
WO005270,M03B,2026-06-28 22:05:00,calibration,159.6
WO005271,M15A,2026-10-20 11:57:00,inspection,54.1
WO005272,M18A,2026-07-03 21:01:00,PM,69.1
WO005273,M20B,2026-03-15 13:51:00,PM,47.3
WO005274,M01A,2026-05-21 17:46:00,PM,89.6
WO005275,M20B,2026-07-15 11:48:00,PM,39.4
WO005276,M18B,2026-01-24 03:21:00,PM,31.2
WO005277,M04B,2026-01-12 21:02:00,PM,26.8
WO005278,M27A,2026-07-05 11:50:00,PM,36.5
WO005279,M11B,2026-05-15 20:58:00,corrective,130.0
WO005280,M03A,2026-01-31 03:10:00,PM,72.0
WO005281,M04A,2026-03-26 16:13:00,corrective,43.0
WO005282,M20B,2026-03-26 02:52:00,calibration,93.3
WO005283,M02A,2026-01-16 08:06:00,corrective,81.5
WO005284,M17B,2026-01-04 19:12:00,PM,30.4
WO005285,M27A,2026-04-13 23:30:00,corrective,50.1
WO005286,M07B,2026-01-31 18:39:00,inspection,180.7
WO005287,M27A,2026-05-06 23:46:00,PM,111.7
WO005288,M05B,2026-08-06 23:13:00,PM,103.7
WO005289,M26A,2026-05-25 12:40:00,PM,36.5
WO005290,M07A,2026-09-17 15:12:00,corrective,107.0
WO005291,M01A,2026-01-18 00:21:00,PM,76.0
WO005292,M25B,2026-09-15 17:15:00,PM,19.5
WO005293,M14B,2026-01-31 02:10:00,corrective,54.0
WO005294,M15B,2026-03-11 11:02:00,calibration,74.2
WO005295,M03B,2026-03-02 14:13:00,corrective,38.7
WO005296,M16A,2026-09-17 05:15:00,PM,62.4
WO005297,M25A,2026-03-07 07:21:00,PM,44.3
WO005298,M13B,2026-09-23 22:10:00,PM,19.3
WO005299,M09A,2026-07-27 21:15:00,PM,55.6
WO005300,M15A,2026-06-12 05:42:00,corrective,49.4
WO005301,M28B,2026-04-05 13:13:00,corrective,21.7
WO005302,M26A,2026-09-02 21:04:00,inspection,35.1
WO005303,M25A,2026-02-24 18:41:00,PM,5.8
WO005304,M07A,2026-03-09 12:06:00,inspection,42.1
WO005305,M10B,2026-04-04 02:02:00,PM,57.7
WO005306,M01B,2026-03-03 20:15:00,calibration,24.4
WO005307,M22B,2026-03-11 20:51:00,PM,51.2
WO005308,M23A,2026-06-14 20:35:00,PM,158.7
WO005309,M26B,2026-06-19 04:50:00,PM,41.5
WO005310,M12B,2026-04-14 09:21:00,corrective,118.6
WO005311,M22B,2026-06-21 11:32:00,corrective,43.1
WO005312,M06B,2026-03-17 02:38:00,PM,64.0
WO005313,M22A,2026-02-06 23:11:00,corrective,84.3
WO005314,M03A,2026-08-27 05:59:00,corrective,74.1
WO005315,M15A,2026-10-19 20:44:00,corrective,41.1
WO005316,M06B,2026-06-19 12:38:00,inspection,49.3
WO005317,M23B,2026-04-25 11:05:00,PM,22.9
WO005318,M26A,2026-06-01 07:37:00,corrective,8.9
WO005319,M05A,2026-01-19 07:02:00,PM,55.2
WO005320,M17B,2026-10-20 10:23:00,inspection,105.3
WO005321,M10B,2026-05-16 11:57:00,calibration,16.2
WO005322,M15A,2026-03-31 07:38:00,calibration,68.7
WO005323,M28B,2026-03-03 21:18:00,PM,45.9
WO005324,M11B,2026-10-03 08:46:00,PM,11.9
WO005325,M19A,2026-04-21 15:09:00,calibration,107.8
WO005326,M01A,2026-01-29 18:08:00,calibration,106.4
WO005327,M17A,2026-02-03 16:33:00,corrective,25.6
WO005328,M05A,2026-02-04 00:30:00,calibration,19.2
WO005329,M26A,2026-03-09 10:02:00,PM,33.3
WO005330,M13A,2026-05-21 16:46:00,corrective,57.0
WO005331,M23A,2026-07-19 06:26:00,inspection,17.2
WO005332,M13B,2026-07-04 11:01:00,PM,26.0
WO005333,M22B,2026-04-28 19:36:00,calibration,12.1
WO005334,M02B,2026-04-17 00:30:00,PM,14.1
WO005335,M16A,2026-10-16 14:48:00,PM,174.3
WO005336,M05B,2026-10-01 04:52:00,calibration,30.2
WO005337,M15A,2026-08-22 19:42:00,PM,11.9
WO005338,M17B,2026-06-05 06:07:00,corrective,28.6
WO005339,M02A,2026-07-04 15:09:00,calibration,76.1
WO005340,M23A,2026-07-30 19:12:00,PM,60.2
WO005341,M14A,2026-03-27 19:59:00,inspection,44.7
WO005342,M19A,2026-04-23 09:54:00,inspection,12.2
WO005343,M10B,2026-05-25 14:33:00,corrective,19.8
WO005344,M28A,2026-01-24 12:48:00,PM,17.9
WO005345,M14B,2026-09-16 23:02:00,corrective,68.1
WO005346,M18A,2026-03-16 05:58:00,corrective,29.7
WO005347,M16B,2026-07-23 18:25:00,PM,74.9
WO005348,M05A,2026-02-24 00:46:00,inspection,45.0
WO005349,M09A,2026-08-05 04:12:00,calibration,62.6
WO005350,M27B,2026-02-09 04:55:00,PM,7.4
WO005351,M20A,2026-10-09 20:47:00,corrective,40.2
WO005352,M03B,2026-01-23 05:08:00,PM,43.0
WO005353,M28B,2026-09-03 12:39:00,corrective,25.3
WO005354,M02A,2026-08-05 03:24:00,PM,60.4
WO005355,M16A,2026-08-18 13:27:00,PM,53.0
WO005356,M03B,2026-01-04 05:18:00,inspection,51.5
WO005357,M26B,2026-06-06 06:01:00,PM,60.4
WO005358,M10B,2026-04-06 04:26:00,PM,111.3
WO005359,M07B,2026-06-09 04:05:00,corrective,70.0
WO005360,M12B,2026-01-30 17:44:00,PM,29.2
WO005361,M17A,2026-06-12 05:11:00,PM,84.9
WO005362,M02A,2026-01-02 23:55:00,PM,47.8
WO005363,M20A,2026-08-19 15:56:00,PM,71.8
WO005364,M08A,2026-06-01 12:14:00,PM,56.3
WO005365,M09B,2026-05-26 05:51:00,PM,97.8
WO005366,M26A,2026-06-29 07:56:00,calibration,17.5
WO005367,M17A,2026-01-16 12:08:00,PM,5.0
WO005368,M06A,2026-06-21 12:58:00,inspection,60.3
WO005369,M06B,2026-02-06 14:41:00,PM,51.9
WO005370,M26B,2026-06-16 01:41:00,calibration,68.0
WO005371,M22A,2026-09-21 18:04:00,PM,166.4
WO005372,M04B,2026-05-29 11:51:00,corrective,135.1
WO005373,M22A,2026-01-11 10:12:00,inspection,269.3
WO005374,M01B,2026-01-24 00:33:00,PM,37.2
WO005375,M26A,2026-08-24 08:06:00,corrective,89.1
WO005376,M28A,2026-08-11 06:06:00,PM,35.7
WO005377,M18A,2026-03-21 05:13:00,calibration,47.5
WO005378,M04A,2026-07-29 09:47:00,inspection,53.6
WO005379,M06B,2026-02-27 00:05:00,PM,74.8
WO005380,M10A,2026-09-01 14:23:00,inspection,34.1
WO005381,M15B,2026-01-31 06:41:00,inspection,51.9
WO005382,M02B,2026-05-20 18:53:00,inspection,47.4
WO005383,M14A,2026-10-11 13:09:00,inspection,53.8
WO005384,M18B,2026-01-27 04:01:00,PM,28.1
WO005385,M23B,2026-08-15 05:20:00,corrective,42.8
WO005386,M13A,2026-03-16 20:31:00,PM,26.5
WO005387,M22B,2026-04-11 19:22:00,corrective,45.9
WO005388,M09B,2026-01-21 06:21:00,corrective,59.9
WO005389,M14B,2026-01-28 23:41:00,calibration,31.0
WO005390,M07B,2026-07-30 12:37:00,inspection,119.4
WO005391,M11A,2026-09-05 04:27:00,calibration,35.8
WO005392,M15B,2026-09-30 07:26:00,calibration,5.0
WO005393,M12A,2026-08-26 13:53:00,corrective,106.0
WO005394,M08A,2026-09-08 15:58:00,PM,67.6
WO005395,M21A,2026-07-26 08:57:00,calibration,16.4
WO005396,M10B,2026-06-18 21:35:00,corrective,63.6
WO005397,M17A,2026-08-01 10:54:00,corrective,35.7
WO005398,M02B,2026-09-15 03:25:00,PM,27.8
WO005399,M12B,2026-07-15 19:46:00,PM,39.7
WO005400,M06B,2026-04-20 17:01:00,corrective,94.2
WO005401,M15B,2026-01-28 18:30:00,calibration,87.3
WO005402,M14B,2026-10-05 00:22:00,inspection,54.5
WO005403,M09B,2026-05-21 21:29:00,corrective,126.1
WO005404,M13B,2026-07-14 10:37:00,inspection,77.3
WO005405,M19B,2026-03-13 02:19:00,corrective,183.2
WO005406,M05B,2026-01-20 21:08:00,PM,75.4
WO005407,M09B,2026-06-15 10:52:00,PM,105.4
WO005408,M12A,2026-10-13 06:37:00,PM,162.2
WO005409,M19B,2026-02-21 01:06:00,calibration,46.5
WO005410,M02A,2026-07-24 07:20:00,inspection,36.1
WO005411,M12B,2026-09-20 13:33:00,corrective,47.6
WO005412,M20A,2026-09-04 02:22:00,calibration,44.4
WO005413,M09B,2026-01-15 18:21:00,corrective,31.5
WO005414,M14A,2026-04-22 07:12:00,PM,32.6
WO005415,M21A,2026-06-10 21:29:00,inspection,25.0
WO005416,M04A,2026-01-10 17:24:00,PM,64.2
WO005417,M23B,2026-07-24 04:47:00,PM,127.1
WO005418,M18B,2026-06-14 23:01:00,PM,16.6
WO005419,M16A,2026-05-14 17:58:00,PM,47.3
WO005420,M09A,2026-07-18 01:01:00,corrective,39.9
WO005421,M04A,2026-10-24 20:59:00,inspection,127.4
WO005422,M16B,2026-06-22 22:58:00,calibration,39.5
WO005423,M13B,2026-07-24 20:29:00,corrective,112.1
WO005424,M10B,2026-06-05 14:18:00,corrective,84.7
WO005425,M08A,2026-09-01 06:14:00,corrective,33.6
WO005426,M23A,2026-05-30 20:25:00,inspection,143.6
WO005427,M22A,2026-09-18 11:14:00,corrective,102.2
WO005428,M06B,2026-02-23 21:02:00,PM,111.7
WO005429,M24B,2026-04-02 04:39:00,inspection,30.3
WO005430,M07B,2026-09-04 16:02:00,PM,77.7
WO005431,M11B,2026-06-26 05:59:00,PM,21.5
WO005432,M19B,2026-07-26 22:35:00,calibration,23.9
WO005433,M04A,2026-06-26 07:18:00,PM,63.2
WO005434,M06B,2026-07-21 16:25:00,PM,62.6
WO005435,M14A,2026-01-06 15:43:00,corrective,57.5
WO005436,M02A,2026-04-03 12:39:00,PM,48.6
WO005437,M12A,2026-08-19 22:43:00,inspection,66.9
WO005438,M21B,2026-09-17 11:51:00,calibration,46.0
WO005439,M03A,2026-03-01 06:15:00,inspection,127.0
WO005440,M28A,2026-10-14 22:35:00,calibration,119.4
WO005441,M09A,2026-09-16 17:21:00,PM,16.1
WO005442,M18B,2026-01-14 06:11:00,corrective,171.6
WO005443,M08B,2026-01-19 04:29:00,inspection,8.8
WO005444,M03A,2026-05-21 22:36:00,PM,22.6
WO005445,M24A,2026-04-18 14:09:00,inspection,45.1
WO005446,M13A,2026-07-01 07:20:00,PM,144.4
WO005447,M09B,2026-10-20 09:17:00,corrective,54.2
WO005448,M10B,2026-01-26 23:15:00,PM,17.8
WO005449,M25A,2026-07-04 13:55:00,PM,175.7
WO005450,M21A,2026-09-09 16:13:00,calibration,79.3
WO005451,M09B,2026-01-22 16:41:00,inspection,73.4
WO005452,M16B,2026-01-08 17:44:00,PM,76.4
WO005453,M19A,2026-06-06 10:53:00,PM,186.1
WO005454,M07A,2026-09-23 16:59:00,PM,73.3
WO005455,M22A,2026-03-15 17:21:00,inspection,86.3
WO005456,M09A,2026-08-02 15:20:00,calibration,47.7
WO005457,M14B,2026-01-03 14:08:00,PM,40.7
WO005458,M14B,2026-08-30 12:17:00,PM,111.9
WO005459,M22A,2026-10-10 09:59:00,PM,89.1
WO005460,M04B,2026-05-01 08:06:00,PM,41.8
WO005461,M11A,2026-03-12 13:05:00,calibration,51.7
WO005462,M15A,2026-03-29 06:16:00,PM,67.1
WO005463,M03A,2026-06-11 12:27:00,PM,26.3
WO005464,M23B,2026-03-29 12:43:00,PM,105.4
WO005465,M08A,2026-09-15 07:08:00,PM,40.1
WO005466,M21B,2026-05-31 07:58:00,PM,92.8
WO005467,M04A,2026-10-27 07:59:00,calibration,109.8
WO005468,M19B,2026-02-08 19:16:00,PM,41.6
WO005469,M14A,2026-09-13 15:40:00,PM,29.9
WO005470,M16A,2026-09-13 22:36:00,PM,48.3
WO005471,M05B,2026-02-16 23:52:00,inspection,5.0
WO005472,M19B,2026-04-26 23:14:00,corrective,59.2
WO005473,M06A,2026-04-22 14:03:00,corrective,43.7
WO005474,M04A,2026-04-11 11:40:00,corrective,114.8
WO005475,M13A,2026-05-16 16:03:00,PM,124.9
WO005476,M25B,2026-02-28 00:25:00,corrective,55.5
WO005477,M17B,2026-10-14 04:08:00,PM,56.8
WO005478,M09B,2026-07-28 22:10:00,calibration,78.7
WO005479,M25B,2026-05-03 22:21:00,corrective,19.6
WO005480,M27A,2026-04-05 22:40:00,PM,106.4
WO005481,M25A,2026-04-11 21:41:00,calibration,66.5
WO005482,M26A,2026-04-24 13:10:00,corrective,44.9
WO005483,M26B,2026-10-07 03:31:00,inspection,47.0
WO005484,M10B,2026-05-31 07:51:00,corrective,21.3
WO005485,M17B,2026-01-15 18:57:00,calibration,58.2
WO005486,M05A,2026-09-02 21:49:00,PM,53.7
WO005487,M12A,2026-09-01 00:18:00,corrective,46.2
WO005488,M10A,2026-04-20 22:38:00,PM,84.3
WO005489,M22A,2026-01-03 17:15:00,corrective,184.4
WO005490,M01A,2026-09-08 06:42:00,calibration,49.3
WO005491,M18A,2026-04-28 19:42:00,inspection,39.0
WO005492,M21A,2026-07-30 00:26:00,PM,30.8
WO005493,M02B,2026-04-05 11:49:00,PM,39.3
WO005494,M20A,2026-04-22 01:14:00,inspection,64.0
WO005495,M22B,2026-07-11 00:29:00,calibration,47.9
WO005496,M18A,2026-10-05 15:12:00,PM,174.1
WO005497,M23A,2026-09-20 13:23:00,PM,16.8
WO005498,M16A,2026-02-16 06:55:00,corrective,53.1
WO005499,M25B,2026-05-06 11:52:00,PM,76.2
WO005500,M26A,2026-02-07 04:08:00,PM,51.1
WO005501,M08B,2026-05-06 06:16:00,inspection,90.3
WO005502,M26B,2026-01-15 15:56:00,PM,7.9
WO005503,M09B,2026-06-08 15:06:00,PM,52.4
WO005504,M14B,2026-03-17 18:44:00,calibration,117.8
WO005505,M13A,2026-10-07 02:43:00,PM,150.7
WO005506,M16A,2026-10-17 05:53:00,inspection,15.8
WO005507,M03A,2026-02-20 05:58:00,calibration,15.5
WO005508,M07A,2026-08-02 17:21:00,corrective,59.1
WO005509,M16A,2026-01-27 03:43:00,PM,35.9
WO005510,M04A,2026-04-10 02:19:00,corrective,39.1
WO005511,M04B,2026-03-17 07:51:00,PM,26.3
WO005512,M21A,2026-08-31 11:08:00,PM,12.0
WO005513,M20A,2026-02-20 16:52:00,inspection,72.0
WO005514,M08B,2026-09-27 17:12:00,calibration,42.1
WO005515,M25A,2026-05-24 05:40:00,PM,133.3
WO005516,M12A,2026-02-20 00:12:00,inspection,13.6
WO005517,M18B,2026-04-05 18:17:00,PM,39.9
WO005518,M25A,2026-09-27 12:58:00,inspection,50.1
WO005519,M24A,2026-02-14 17:00:00,corrective,140.2
WO005520,M20A,2026-08-03 20:09:00,corrective,113.6
WO005521,M07A,2026-01-21 02:08:00,calibration,37.5
WO005522,M10B,2026-07-07 19:25:00,corrective,41.2
WO005523,M12B,2026-04-03 20:19:00,PM,25.6
WO005524,M13A,2026-10-17 06:37:00,calibration,41.6
WO005525,M12A,2026-02-20 00:57:00,PM,38.5
WO005526,M14A,2026-09-05 03:06:00,PM,34.7
WO005527,M26B,2026-03-27 01:42:00,PM,11.8
WO005528,M26A,2026-02-24 22:39:00,corrective,32.4
WO005529,M25A,2026-08-04 22:34:00,inspection,10.2
WO005530,M14A,2026-03-10 05:40:00,PM,108.8
WO005531,M07A,2026-06-06 18:21:00,PM,57.3
WO005532,M25B,2026-09-10 07:00:00,corrective,73.2
WO005533,M03A,2026-05-10 20:47:00,PM,19.7
WO005534,M20A,2026-01-07 10:12:00,PM,97.1
WO005535,M04B,2026-02-11 20:10:00,corrective,113.4
WO005536,M22B,2026-08-21 18:47:00,PM,55.7
WO005537,M16B,2026-08-29 04:51:00,corrective,47.4
WO005538,M02A,2026-08-08 10:36:00,corrective,71.0
WO005539,M04A,2026-01-10 22:16:00,PM,98.2
WO005540,M03A,2026-08-02 05:34:00,inspection,115.0
WO005541,M12B,2026-05-11 11:13:00,PM,19.6
WO005542,M28A,2026-01-16 19:33:00,PM,71.9
WO005543,M09A,2026-05-05 19:16:00,PM,24.2
WO005544,M11A,2026-02-09 03:42:00,corrective,40.7
WO005545,M23B,2026-01-10 13:53:00,PM,35.7
WO005546,M09A,2026-07-04 15:44:00,PM,332.7
WO005547,M11B,2026-08-18 21:22:00,PM,86.6
WO005548,M21B,2026-05-25 19:49:00,PM,20.2
WO005549,M11A,2026-09-22 07:35:00,PM,97.5
WO005550,M28B,2026-01-25 08:51:00,calibration,41.1
WO005551,M07A,2026-02-10 11:04:00,PM,64.6
WO005552,M19B,2026-06-21 16:47:00,PM,117.8
WO005553,M01A,2026-02-02 18:45:00,inspection,19.8
WO005554,M26B,2026-06-01 10:14:00,PM,59.8
WO005555,M01A,2026-10-20 02:49:00,PM,29.3
WO005556,M12A,2026-04-01 05:43:00,corrective,79.3
WO005557,M19A,2026-09-25 08:38:00,PM,53.3
WO005558,M26A,2026-05-06 11:19:00,PM,65.8
WO005559,M05B,2026-06-30 01:22:00,PM,64.3
WO005560,M24B,2026-02-02 11:56:00,calibration,85.2
WO005561,M03B,2026-04-27 19:24:00,PM,100.5
WO005562,M06B,2026-10-17 18:26:00,calibration,8.7
WO005563,M28A,2026-01-30 13:23:00,corrective,108.1
WO005564,M09A,2026-07-25 02:42:00,PM,82.1
WO005565,M03A,2026-09-21 03:36:00,corrective,24.5
WO005566,M16B,2026-07-16 14:18:00,inspection,70.6
WO005567,M02A,2026-03-30 04:18:00,calibration,46.8
WO005568,M17A,2026-09-28 04:48:00,PM,33.5
WO005569,M10A,2026-01-20 17:11:00,PM,50.9
WO005570,M05B,2026-05-26 19:59:00,PM,36.1
WO005571,M05A,2026-06-19 07:02:00,PM,138.7
WO005572,M22A,2026-02-13 19:17:00,PM,7.9
WO005573,M27B,2026-02-25 06:11:00,corrective,41.5
WO005574,M16B,2026-07-05 19:59:00,PM,28.3
WO005575,M19B,2026-04-19 07:26:00,PM,9.7
WO005576,M13A,2026-01-27 05:52:00,PM,75.3
WO005577,M12B,2026-06-15 13:48:00,corrective,112.9
WO005578,M28A,2026-08-17 04:53:00,PM,91.6
WO005579,M14A,2026-03-12 12:24:00,inspection,63.8
WO005580,M14B,2026-08-25 17:49:00,PM,35.5
WO005581,M16A,2026-04-09 06:51:00,PM,41.6
WO005582,M25B,2026-01-20 23:58:00,PM,20.6
WO005583,M09A,2026-05-24 21:50:00,inspection,205.7
WO005584,M05A,2026-08-10 06:50:00,PM,97.2
WO005585,M19B,2026-08-03 06:51:00,inspection,50.2
WO005586,M17B,2026-07-16 15:49:00,PM,23.9
WO005587,M06B,2026-01-08 10:09:00,corrective,62.7
WO005588,M17B,2026-08-02 15:34:00,PM,109.3
WO005589,M02B,2026-04-17 13:26:00,PM,36.0
WO005590,M03B,2026-06-15 23:29:00,corrective,12.3
WO005591,M14A,2026-06-10 21:28:00,inspection,22.3
WO005592,M12A,2026-09-09 16:05:00,PM,41.4
WO005593,M19A,2026-04-03 08:48:00,inspection,93.3
WO005594,M15B,2026-05-30 01:52:00,inspection,51.3
WO005595,M17A,2026-09-25 13:08:00,PM,45.7
WO005596,M16B,2026-05-04 07:00:00,calibration,63.2
WO005597,M04A,2026-08-02 01:23:00,PM,7.9
WO005598,M12A,2026-02-09 11:12:00,calibration,40.2
WO005599,M28A,2026-09-05 16:24:00,corrective,31.5
WO005600,M28B,2026-05-04 20:28:00,calibration,91.0
WO005601,M22A,2026-04-17 06:30:00,inspection,21.6
WO005602,M14A,2026-01-13 08:00:00,corrective,43.0
WO005603,M21A,2026-02-22 21:36:00,corrective,17.4
WO005604,M09A,2026-08-27 14:30:00,PM,136.4
WO005605,M09B,2026-10-01 08:53:00,corrective,18.5
WO005606,M01A,2026-04-04 21:22:00,PM,259.6
WO005607,M11B,2026-07-17 01:07:00,inspection,7.7
WO005608,M12A,2026-10-02 18:38:00,PM,12.1
WO005609,M14B,2026-05-28 11:10:00,inspection,50.2
WO005610,M09A,2026-09-28 05:49:00,PM,103.9
WO005611,M26B,2026-10-08 12:00:00,PM,45.5
WO005612,M11A,2026-09-16 21:25:00,corrective,6.4
WO005613,M28B,2026-06-04 01:09:00,calibration,74.4
WO005614,M18A,2026-06-05 06:57:00,PM,56.0
WO005615,M27A,2026-08-18 05:14:00,calibration,45.2
WO005616,M04B,2026-09-18 16:49:00,corrective,65.8
WO005617,M02B,2026-09-19 19:28:00,PM,16.2
WO005618,M24B,2026-03-21 08:16:00,inspection,23.3
WO005619,M20A,2026-04-05 23:14:00,inspection,48.9
WO005620,M15A,2026-02-15 09:02:00,calibration,50.6
WO005621,M14B,2026-06-24 02:48:00,PM,14.7
WO005622,M16A,2026-09-17 13:53:00,corrective,15.3
WO005623,M20B,2026-06-16 01:34:00,PM,45.8
WO005624,M22A,2026-05-18 05:52:00,inspection,10.4
WO005625,M28A,2026-04-16 20:27:00,PM,58.9
WO005626,M17A,2026-05-23 09:44:00,inspection,30.9
WO005627,M22B,2026-09-26 02:29:00,PM,117.1
WO005628,M24B,2026-06-28 03:47:00,PM,59.1
WO005629,M28A,2026-07-25 01:14:00,PM,80.9
WO005630,M06A,2026-02-09 10:05:00,corrective,71.2
WO005631,M15B,2026-09-10 19:45:00,calibration,24.2
WO005632,M28A,2026-10-19 15:07:00,calibration,30.7
WO005633,M06B,2026-06-19 12:21:00,PM,95.2
WO005634,M02B,2026-09-17 02:54:00,corrective,5.0
WO005635,M24B,2026-04-20 09:39:00,PM,16.7
WO005636,M01B,2026-04-24 00:16:00,PM,75.1
WO005637,M14A,2026-01-15 16:15:00,PM,64.6
WO005638,M06B,2026-09-23 15:45:00,PM,19.5
WO005639,M05B,2026-02-08 05:38:00,inspection,85.9
WO005640,M18B,2026-03-28 13:40:00,PM,177.9
WO005641,M18A,2026-06-12 21:12:00,calibration,16.8
WO005642,M09A,2026-06-16 07:45:00,PM,93.3
WO005643,M10A,2026-07-29 11:19:00,inspection,101.0
WO005644,M28B,2026-06-07 08:31:00,calibration,51.5
WO005645,M27B,2026-06-19 22:03:00,calibration,47.5
WO005646,M11B,2026-02-07 15:12:00,corrective,24.7
WO005647,M28B,2026-09-04 02:29:00,PM,34.4
WO005648,M01A,2026-08-06 04:23:00,PM,122.5
WO005649,M28A,2026-01-13 01:55:00,PM,44.8
WO005650,M20B,2026-10-10 12:42:00,PM,32.5
WO005651,M25A,2026-04-04 10:04:00,inspection,83.8
WO005652,M25A,2026-08-06 07:52:00,inspection,75.5
WO005653,M01B,2026-04-09 23:24:00,PM,54.0
WO005654,M25A,2026-10-18 08:49:00,PM,87.0
WO005655,M18A,2026-03-19 09:19:00,PM,198.0
WO005656,M23A,2026-07-24 21:40:00,corrective,90.8
WO005657,M02A,2026-10-06 06:16:00,calibration,195.3
WO005658,M18B,2026-05-17 08:02:00,corrective,16.9
WO005659,M08A,2026-08-29 21:55:00,PM,9.6
WO005660,M27B,2026-07-06 13:49:00,inspection,132.0
WO005661,M18A,2026-04-29 04:47:00,PM,57.3
WO005662,M17B,2026-07-07 10:50:00,inspection,26.1
WO005663,M01B,2026-02-07 22:12:00,PM,36.8
WO005664,M20A,2026-07-10 20:29:00,corrective,102.9
WO005665,M27B,2026-09-20 21:30:00,PM,58.1
WO005666,M17A,2026-04-04 05:19:00,PM,7.8
WO005667,M08B,2026-04-30 20:01:00,corrective,5.0
WO005668,M25A,2026-01-23 05:07:00,calibration,39.5
WO005669,M23A,2026-05-18 09:26:00,calibration,21.5
WO005670,M21B,2026-05-15 08:51:00,inspection,72.5
WO005671,M24A,2026-10-26 05:42:00,PM,77.6
WO005672,M25B,2026-02-12 08:49:00,calibration,140.0
WO005673,M11A,2026-10-27 15:59:00,PM,52.3
WO005674,M27A,2026-08-06 05:19:00,corrective,101.7
WO005675,M01B,2026-01-01 22:58:00,PM,156.6
WO005676,M15B,2026-10-07 14:46:00,calibration,154.8
WO005677,M02A,2026-04-09 01:03:00,PM,88.6
WO005678,M21B,2026-07-14 15:10:00,PM,100.6
WO005679,M15B,2026-03-22 11:19:00,inspection,32.5
WO005680,M14B,2026-08-09 03:19:00,PM,19.0
WO005681,M22B,2026-05-07 13:12:00,inspection,77.4
WO005682,M04A,2026-01-29 21:11:00,inspection,16.3
WO005683,M09B,2026-05-27 08:24:00,PM,46.0
WO005684,M21B,2026-05-01 01:25:00,inspection,38.5
WO005685,M24A,2026-01-21 12:42:00,inspection,104.8
WO005686,M22B,2026-07-16 01:30:00,inspection,22.9
WO005687,M04B,2026-01-11 22:52:00,PM,36.0
WO005688,M03B,2026-04-16 19:45:00,PM,53.8
WO005689,M01A,2026-10-06 01:06:00,calibration,52.2
WO005690,M17B,2026-02-17 14:50:00,PM,211.7
WO005691,M10A,2026-02-16 22:14:00,PM,99.2
WO005692,M21B,2026-04-05 16:36:00,calibration,18.3
WO005693,M03A,2026-07-02 02:24:00,calibration,98.8
WO005694,M27A,2026-01-01 00:52:00,corrective,48.8
WO005695,M17B,2026-07-01 10:16:00,calibration,95.0
WO005696,M20A,2026-01-14 03:59:00,PM,36.5
WO005697,M07A,2026-02-04 15:17:00,PM,68.8
WO005698,M03B,2026-05-14 05:51:00,PM,99.6
WO005699,M24B,2026-01-07 07:47:00,PM,53.9
WO005700,M09B,2026-10-27 17:29:00,inspection,68.5
WO005701,M22A,2026-09-07 05:54:00,PM,42.8
WO005702,M16A,2026-06-24 03:38:00,PM,66.0
WO005703,M02A,2026-08-06 03:41:00,corrective,46.9
WO005704,M24B,2026-07-13 22:10:00,inspection,48.4
WO005705,M22A,2026-08-18 20:34:00,corrective,25.5
WO005706,M02A,2026-03-26 22:20:00,calibration,74.0
WO005707,M21A,2026-08-05 11:32:00,PM,86.1
WO005708,M01B,2026-05-31 16:38:00,inspection,39.8
WO005709,M18A,2026-06-23 06:09:00,PM,20.0
WO005710,M24B,2026-05-27 13:01:00,corrective,11.7
WO005711,M17A,2026-02-14 22:46:00,PM,36.0
WO005712,M06B,2026-10-17 04:30:00,corrective,62.0
WO005713,M17B,2026-05-16 09:23:00,calibration,68.3
WO005714,M16B,2026-01-09 18:32:00,PM,64.5
WO005715,M24A,2026-04-17 11:16:00,PM,30.0
